epoch,train_loss,train_acc,val_loss,val_acc
1,4.4459,0.0358,4.1934,0.0636
2,4.2657,0.0611,3.9663,0.0990
3,4.1390,0.0819,3.7557,0.1450
4,4.0293,0.1016,3.6490,0.1629
5,3.9750,0.1137,3.5411,0.1822
6,3.9292,0.1211,3.4794,0.1971
7,3.8295,0.1406,3.4239,0.2171
8,3.8301,0.1434,3.3746,0.2240
9,3.8243,0.1455,3.2854,0.2425
10,3.7667,0.1533,3.2562,0.2463
